paper_id,total_valid_chars,exact_math_chars,exact_math_density,broad_math_chars,broad_math_density
JASA_2025_1196,70594,3202,0.0454,8612,0.122
JASA_2025_1197,111285,24143,0.2169,24864,0.2234
JASA_2025_1198,101994,2730,0.0268,21998,0.2157
JASA_2025_1199,503756,53817,0.1068,281761,0.5593
JASA_2025_1200,102720,0,0,20047,0.1952
JASA_2025_1201,149100,3330,0.0223,9723,0.0652
JASA_2025_1203,214432,21,0.0001,80963,0.3776
JASA_2025_1207,447089,104890,0.2346,428797,0.9591
JASA_2025_1208,413599,163323,0.3949,166732,0.4031
JASA_2025_1212,343315,167246,0.4872,179048,0.5215
JASA_2025_1215,181156,35729,0.1972,35774,0.1975
JASA_2025_1224,236999,11016,0.0465,44760,0.1889
JASA_2025_1225,100364,4490,0.0447,20447,0.2037
JASA_2025_1226,81576,0,0,6883,0.0844
JASA_2025_1229,147286,1746,0.0119,36593,0.2484
JASA_2025_1230,178469,56565,0.3169,66205,0.371
JASA_2025_1231,55162,0,0,20375,0.3694
JASA_2025_1232,222566,58639,0.2635,81461,0.366
JASA_2025_1233,71566,2811,0.0393,12612,0.1762
JASA_2025_1234,76346,0,0,4945,0.0648
JASA_2025_1236,152857,11144,0.0729,54733,0.3581
JASA_2025_1237,122433,20280,0.1656,28972,0.2366
JASA_2025_1239,72928,1062,0.0146,14504,0.1989
JASA_2025_1240,170501,15435,0.0905,84423,0.4951
JASA_2025_1243,129288,50918,0.3938,46083,0.3564
JASA_2025_1246,184862,92658,0.5012,32893,0.1779
JASA_2025_1248,110371,758,0.0069,20369,0.1846
JASA_2025_1251,325056,0,0,103588,0.3187
JASA_2025_1252,422949,5732,0.0136,24354,0.0576
JASA_2025_1254,69804,3617,0.0518,13225,0.1895
JASA_2025_1255,81965,4411,0.0538,15612,0.1905
JASA_2025_1257,193473,36402,0.1882,55480,0.2868
JASA_2025_1258,188269,66592,0.3537,56425,0.2997
JASA_2025_1260,192752,87651,0.4547,90163,0.4678
JASA_2025_1262,137577,8322,0.0605,29506,0.2145
JASA_2025_1263,134583,8426,0.0626,41027,0.3048
JASA_2025_1264,150140,35662,0.2375,36466,0.2429
JASA_2025_1267,142615,0,0,23188,0.1626
JASA_2025_1268,298922,63038,0.2109,90821,0.3038
JASA_2026_0854,544828,173320,0.3181,334568,0.6141
JASA_2026_0887,146348,37339,0.2551,53984,0.3689
JASA_2026_0888,388047,132411,0.3412,203175,0.5236
JASA_2026_0889,92603,9403,0.1015,68006,0.7344
JASA_2026_0890,114694,0,0,9036,0.0788
JASA_2026_0891,246518,10779,0.0437,199945,0.8111
JASA_2026_0892,85208,6341,0.0744,40492,0.4752
JASA_2026_0970,146841,0,0,28372,0.1932
JASA_2026_0982,262837,47847,0.182,191073,0.727
JASA_2026_0992,196691,28759,0.1462,34188,0.1738
JASA_2026_1032,174625,29362,0.1681,56754,0.325
JASA_2026_1040,80540,4287,0.0532,14339,0.178
JASA_2026_1049,255397,71500,0.28,74306,0.2909
JASA_2026_1055,147093,26201,0.1781,24183,0.1644
JASA_2026_1059,83394,0,0,22933,0.275
JASA_2026_1101,265495,81933,0.3086,88018,0.3315
JASA_2026_1102,128823,4512,0.035,39493,0.3066
JASA_2026_1105,120100,38139,0.3176,37787,0.3146
JASA_2026_1106,206655,15124,0.0732,44778,0.2167
JASA_2026_1112,259800,122445,0.4713,123564,0.4756
JASA_2026_1116,124255,2663,0.0214,12909,0.1039
JASA_2026_1118,231070,18876,0.0817,136037,0.5887
JASA_2026_1123,189919,32946,0.1735,82385,0.4338
JASA_2026_1127,72266,106,0.0015,11113,0.1538
JASA_2026_1223,217924,1882,0.0086,57081,0.2619
JASA_2026_1227,105251,2428,0.0231,67428,0.6406
JASA_2026_1228,226960,3702,0.0163,40736,0.1795
JASA_2026_1244,153916,1876,0.0122,51677,0.3357
JASA_2026_1250,181490,1117,0.0062,76826,0.4233
JASA_2026_1256,75409,3049,0.0404,9846,0.1306
JASA_2026_1270,217924,1882,0.0086,57081,0.2619
JASA_2026_1274,286276,9098,0.0318,118937,0.4155
JASA_2026_1275,181346,18969,0.1046,44590,0.2459
JASA_2026_1276,194808,42594,0.2186,97584,0.5009
JASA_2026_1279,785193,128686,0.1639,640967,0.8163
JASA_2026_1281,94625,16977,0.1794,20845,0.2203
JASA_2026_1282,379889,65276,0.1718,157984,0.4159
JASA_2026_1283,131209,33204,0.2531,37051,0.2824
JASA_2026_1284,126627,56641,0.4473,44636,0.3525
JASA_2026_1288,177375,19194,0.1082,78441,0.4422
JASA_2026_1289,101141,0,0,13541,0.1339
JASA_2026_1290,206799,60811,0.2941,164625,0.7961
JASA_2026_1291,193437,19560,0.1011,36647,0.1895
JASA_2026_1293,54818,0,0,4301,0.0785
JASA_2026_1294,146841,0,0,28372,0.1932
JASA_2026_1296,346715,225239,0.6496,195888,0.565
JASA_2026_1297,208306,74476,0.3575,79075,0.3796
JASA_2026_1300,196691,28759,0.1462,34188,0.1738
JASA_2026_1301,255397,71500,0.28,74306,0.2909
JASA_2026_1304,128823,4512,0.035,39493,0.3066
JASA_2026_1309,107009,0,0,14942,0.1396
JASA_2026_1310,129747,13589,0.1047,12133,0.0935
JASA_2026_1311,487009,73785,0.1515,437263,0.8979
JASA_2026_1312,107840,21126,0.1959,42660,0.3956
JASA_2026_1315,173806,11998,0.069,100564,0.5786
JASA_2026_1316,185879,31159,0.1676,35618,0.1916
JASA_2026_1318,309139,107199,0.3468,219198,0.7091
JASA_2026_1319,193568,16265,0.084,47764,0.2468
JASA_2026_1320,222959,85413,0.3831,96322,0.432
JASA_2026_1321,186410,7903,0.0424,97775,0.5245
JASA_2026_1322,165213,0,0,44206,0.2676
JASA_2026_1323,781531,18558,0.0237,586891,0.751
JASA_2026_1324,124255,2663,0.0214,12909,0.1039
JASA_2026_1325,123760,0,0,30397,0.2456
JASA_2026_1326,102720,0,0,20047,0.1952
JASA_2026_1327,156530,3666,0.0234,103962,0.6642
JASA_2026_1328,128666,65416,0.5084,61564,0.4785
JASA_2026_1330,76915,1793,0.0233,61863,0.8043
JASA_2026_1332,206332,23880,0.1157,102838,0.4984
JASA_2026_1333,126226,3995,0.0316,70324,0.5571
JASA_2026_1334,102720,0,0,20047,0.1952
JASA_2026_1335,98138,10937,0.1114,26337,0.2684
JASA_2026_1336,785110,6823,0.0087,39436,0.0502
JASA_2026_1338,177449,82483,0.4648,39197,0.2209
JASA_2026_1341,267276,14265,0.0534,42976,0.1608
JASA_2026_1342,153073,23755,0.1552,33069,0.216
JASA_2026_1343,189919,32946,0.1735,82385,0.4338
JASA_2026_1344,219987,7261,0.033,54690,0.2486
JASA_2026_1346,259800,122445,0.4713,123564,0.4756
JASA_2026_1350,326771,25503,0.078,159867,0.4892
JASA_2026_1351,222782,14597,0.0655,114097,0.5121
JASA_2026_1352,79987,2630,0.0329,19028,0.2379
JASA_2026_1353,90773,4855,0.0535,14521,0.16
JASA_2026_1355,137617,15652,0.1137,34336,0.2495
JASA_2026_1356,205358,27135,0.1321,81868,0.3987
JASA_2026_1366,80540,4287,0.0532,14339,0.178
JASA_2026_1369,185303,52889,0.2854,29896,0.1613
JASA_2026_1372,180099,21645,0.1202,61002,0.3387
JASA_2026_1374,172461,21966,0.1274,104254,0.6045
JASA_2026_1376,231146,97211,0.4206,121863,0.5272
JASA_2026_1377,99787,11745,0.1177,23282,0.2333
JRSSB_2023_1378,97617,20056,0.2055,27336,0.28
JRSSB_2023_1379,268952,54533,0.2028,68285,0.2539
JRSSB_2023_1381,373047,151703,0.4067,238570,0.6395
JRSSB_2023_1382,300333,10733,0.0357,169451,0.5642
JRSSB_2023_1383,197078,26214,0.133,70521,0.3578
JRSSB_2023_1390,127500,7610,0.0597,30367,0.2382
JRSSB_2023_1393,125508,36296,0.2892,54797,0.4366
JRSSB_2023_1394,151918,6729,0.0443,56727,0.3734
JRSSB_2023_1399,218525,14873,0.0681,121009,0.5538
JRSSB_2023_1401,90109,0,0,9173,0.1018
JRSSB_2023_1402,139129,27398,0.1969,53672,0.3858
JRSSB_2023_1403,204139,21665,0.1061,56125,0.2749
JRSSB_2023_1408,150278,0,0,19270,0.1282
JRSSB_2023_1410,418814,38302,0.0915,156015,0.3725
JRSSB_2023_1411,517268,101779,0.1968,344834,0.6666
JRSSB_2023_1413,242622,11046,0.0455,45808,0.1888
JRSSB_2023_1416,222775,35520,0.1594,71797,0.3223
JRSSB_2023_1417,161441,17124,0.1061,52648,0.3261
JRSSB_2023_1418,364687,0,0,102719,0.2817
JRSSB_2023_1419,382376,148702,0.3889,175236,0.4583
JRSSB_2023_1420,302500,38230,0.1264,54034,0.1786
JRSSB_2023_1421,250555,11638,0.0464,77245,0.3083
JRSSB_2023_1422,92472,3477,0.0376,12790,0.1383
JRSSB_2023_1424,151301,31038,0.2051,37497,0.2478
JRSSB_2023_1425,109173,2596,0.0238,14306,0.131
JRSSB_2023_1432,122631,0,0,22285,0.1817
JRSSB_2023_1434,195188,1028,0.0053,26557,0.1361
JRSSB_2023_1435,73765,19527,0.2647,20001,0.2711
JRSSB_2023_1437,200913,19631,0.0977,70310,0.35
JRSSB_2023_1440,492894,340336,0.6905,279294,0.5666
JRSSB_2023_1445,73346,11658,0.1589,51889,0.7075
JRSSB_2023_1449,141776,46161,0.3256,40087,0.2827
JRSSB_2023_1453,61887,2904,0.0469,12343,0.1994
JRSSB_2023_1459,135400,12061,0.0891,17991,0.1329
JRSSB_2023_1460,158440,0,0,24454,0.1543
JRSSB_2023_1461,308490,23086,0.0748,228134,0.7395
JRSSB_2023_1463,114777,37761,0.329,86064,0.7498
JRSSB_2023_1464,186797,41958,0.2246,52522,0.2812
JRSSB_2023_1468,92736,0,0,32301,0.3483
JRSSB_2023_1471,243286,27293,0.1122,80479,0.3308
JRSSB_2023_1473,225084,106589,0.4736,79582,0.3536
JRSSB_2023_1474,309877,147784,0.4769,143257,0.4623
JRSSB_2023_1496,214780,21043,0.098,44960,0.2093
JRSSB_2023_1510,145141,8930,0.0615,44587,0.3072
JRSSB_2023_1511,268474,95838,0.357,81051,0.3019
JRSSB_2023_1512,175586,6842,0.039,46172,0.263
JRSSB_2023_1514,1791710,65380,0.0365,66683,0.0372
JRSSB_2023_1515,65896,6287,0.0954,11871,0.1801
JRSSB_2023_1516,276518,81439,0.2945,104126,0.3766
JRSSB_2023_1518,195165,76645,0.3927,74997,0.3843
JRSSB_2023_1519,130296,19858,0.1524,75963,0.583
JRSSB_2023_1525,93526,31587,0.3377,27827,0.2975
JRSSB_2023_1530,209640,37259,0.1777,59042,0.2816
JRSSB_2023_1531,210043,2446,0.0116,61145,0.2911
JRSSB_2023_1542,170020,0,0,101033,0.5942
JRSSB_2023_1571,121090,33031,0.2728,49369,0.4077
JRSSB_2023_1575,223099,13007,0.0583,159928,0.7168
JRSSB_2023_1635,231109,33664,0.1457,75805,0.328
JRSSB_2023_1656,112116,5044,0.045,16626,0.1483
JRSSB_2024_1380,85804,0,0,25279,0.2946
JRSSB_2024_1387,127252,20627,0.1621,30506,0.2397
JRSSB_2024_1388,215632,57315,0.2658,184856,0.8573
JRSSB_2024_1389,487432,109190,0.224,226388,0.4645
JRSSB_2024_1396,329443,64446,0.1956,58934,0.1789
JRSSB_2024_1406,389384,147735,0.3794,198000,0.5085
JRSSB_2024_1414,137401,0,0,34393,0.2503
JRSSB_2024_1426,242382,10094,0.0416,172713,0.7126
JRSSB_2024_1427,212849,78390,0.3683,115713,0.5436
JRSSB_2024_1428,200433,48308,0.241,65503,0.3268
JRSSB_2024_1429,80598,1033,0.0128,13826,0.1715
JRSSB_2024_1431,282429,134900,0.4776,113104,0.4005
JRSSB_2024_1433,295170,111578,0.378,119063,0.4034
JRSSB_2024_1436,514191,339200,0.6597,282449,0.5493
JRSSB_2024_1438,181364,19261,0.1062,50908,0.2807
JRSSB_2024_1442,59293,0,0,14762,0.249
JRSSB_2024_1451,188241,31889,0.1694,148552,0.7892
JRSSB_2024_1452,174515,54092,0.31,50345,0.2885
JRSSB_2024_1456,142461,29234,0.2052,38449,0.2699
JRSSB_2024_1462,234128,80118,0.3422,103047,0.4401
JRSSB_2024_1472,173294,15312,0.0884,124884,0.7206
JRSSB_2024_1475,210556,10902,0.0518,106224,0.5045
JRSSB_2024_1477,173168,0,0,40135,0.2318
JRSSB_2024_1479,128825,26691,0.2072,36913,0.2865
JRSSB_2024_1480,324208,43308,0.1336,183421,0.5658
JRSSB_2024_1482,209961,55418,0.2639,66871,0.3185
JRSSB_2024_1485,272403,0,0,100767,0.3699
JRSSB_2024_1486,79245,3101,0.0391,18907,0.2386
JRSSB_2024_1487,231704,92102,0.3975,90919,0.3924
JRSSB_2024_1489,283222,98776,0.3488,126373,0.4462
JRSSB_2024_1490,210620,0,0,85361,0.4053
JRSSB_2024_1497,251894,61988,0.2461,107529,0.4269
JRSSB_2024_1498,593912,22117,0.0372,40866,0.0688
JRSSB_2024_1528,266693,0,0,106278,0.3985
JRSSB_2024_1529,1053140,530927,0.5041,800174,0.7598
JRSSB_2024_1533,177121,35461,0.2002,48257,0.2725
JRSSB_2024_1534,162864,15362,0.0943,55588,0.3413
JRSSB_2024_1535,370130,147255,0.3978,161370,0.436
JRSSB_2024_1540,266758,98189,0.3681,130648,0.4898
JRSSB_2024_1541,163698,50935,0.3112,52726,0.3221
JRSSB_2024_1545,106535,2230,0.0209,24503,0.23
JRSSB_2024_1551,123851,8509,0.0687,25590,0.2066
JRSSB_2024_1552,128427,18009,0.1402,29069,0.2263
JRSSB_2024_1563,389428,70845,0.1819,229060,0.5882
JRSSB_2024_1572,144323,12947,0.0897,28267,0.1959
JRSSB_2024_1573,99912,5292,0.053,18641,0.1866
JRSSB_2024_1574,303985,90563,0.2979,82985,0.273
JRSSB_2024_1708,167565,15644,0.0934,22391,0.1336
JRSSB_2024_1709,241102,69995,0.2903,100990,0.4189
JRSSB_2024_1711,125255,21846,0.1744,72612,0.5797
JRSSB_2024_1714,193477,15408,0.0796,59612,0.3081
JRSSB_2025_1391,196195,74150,0.3779,74854,0.3815
JRSSB_2025_1398,100053,15878,0.1587,22908,0.229
JRSSB_2025_1443,175896,19966,0.1135,58672,0.3336
JRSSB_2025_1484,160884,5240,0.0326,62669,0.3895
JRSSB_2025_1492,181602,25859,0.1424,42235,0.2326
JRSSB_2025_1493,124754,0,0,15711,0.1259
JRSSB_2025_1494,276913,74833,0.2702,90271,0.326
JRSSB_2025_1499,118023,6515,0.0552,108516,0.9194
JRSSB_2025_1503,201472,50602,0.2512,73857,0.3666
JRSSB_2025_1504,295527,113839,0.3852,166558,0.5636
JRSSB_2025_1505,197853,70099,0.3543,76579,0.387
JRSSB_2025_1506,223116,48014,0.2152,53477,0.2397
JRSSB_2025_1536,185263,5698,0.0308,125390,0.6768
JRSSB_2025_1537,171006,4789,0.028,70019,0.4095
JRSSB_2025_1538,235333,18328,0.0779,44161,0.1877
JRSSB_2025_1539,138580,6314,0.0456,46032,0.3322
JRSSB_2025_1554,242258,27542,0.1137,88285,0.3644
JRSSB_2025_1555,148677,13296,0.0894,55455,0.373
JRSSB_2025_1556,190971,71458,0.3742,64927,0.34
JRSSB_2025_1557,393188,18380,0.0467,105205,0.2676
JRSSB_2025_1558,341050,19934,0.0584,174649,0.5121
JRSSB_2025_1559,317667,64519,0.2031,164070,0.5165
JRSSB_2025_1560,138444,17591,0.1271,43249,0.3124
JRSSB_2025_1561,701027,133587,0.1906,127566,0.182
JRSSB_2025_1562,97059,2507,0.0258,11265,0.1161
JRSSB_2025_1564,229679,51173,0.2228,48642,0.2118
JRSSB_2025_1658,180235,27943,0.155,39587,0.2196
JRSSB_2025_1675,116987,6819,0.0583,18182,0.1554
JRSSB_2025_1717,162276,37469,0.2309,59863,0.3689
JRSSB_2025_1719,122980,10142,0.0825,51054,0.4151
JRSSB_2025_1721,390940,14564,0.0373,177704,0.4546
JRSSB_2025_1722,187394,96310,0.5139,91766,0.4897
JRSSB_2025_1723,188857,14123,0.0748,40192,0.2128
JRSSB_2025_1724,253157,15848,0.0626,91575,0.3617
JRSSB_2025_1725,220280,59259,0.269,82417,0.3741
JRSSB_2025_1727,277679,60776,0.2189,76787,0.2765
JRSSB_2025_1730,184387,35154,0.1907,64189,0.3481
JRSSB_2025_1732,113483,3628,0.032,30365,0.2676
JRSSB_2025_1733,121150,6066,0.0501,30234,0.2496
JRSSB_2025_1734,194952,14375,0.0737,104126,0.5341
JRSSB_2025_1736,76028,2610,0.0343,22736,0.299
JRSSB_2025_1738,296323,136942,0.4621,131106,0.4424
JRSSB_2025_1739,158784,7216,0.0454,82327,0.5185
JRSSB_2025_1740,222995,34354,0.1541,43764,0.1963
JRSSB_2025_1741,270915,100020,0.3692,112132,0.4139
JRSSB_2025_1744,205413,94231,0.4587,173340,0.8439
JRSSB_2025_1745,218814,25522,0.1166,58876,0.2691
JRSSB_2025_1746,74616,1867,0.025,15093,0.2023
JRSSB_2025_1747,474115,114181,0.2408,169536,0.3576
JRSSB_2025_1749,228178,63533,0.2784,99351,0.4354
JRSSB_2025_1751,111302,9005,0.0809,23096,0.2075
JRSSB_2025_1752,437926,259051,0.5915,213479,0.4875
JRSSB_2025_1755,297901,108821,0.3653,115008,0.3861
JRSSB_2025_1756,224789,47671,0.2121,60469,0.269
JRSSB_2025_1757,141846,42318,0.2983,41536,0.2928
JRSSB_2025_1770,312633,160219,0.5125,166814,0.5336
JRSSB_2025_1784,211432,51646,0.2443,59092,0.2795
JRSSB_2026_1444,272797,81401,0.2984,99613,0.3652
JRSSB_2026_1508,134081,5653,0.0422,34556,0.2577
JRSSB_2026_1527,186971,17685,0.0946,31549,0.1687
JRSSB_2026_1546,471684,10418,0.0221,340066,0.721
JRSSB_2026_1674,245054,142739,0.5825,120263,0.4908
JRSSB_2026_1710,231506,68737,0.2969,60760,0.2625
JRSSB_2026_1718,231870,60926,0.2628,102249,0.441
JRSSB_2026_1804,221527,71878,0.3245,111236,0.5021
JRSSB_2026_1806,159429,6493,0.0407,53587,0.3361
JRSSB_2026_1808,290114,14425,0.0497,150265,0.518
JRSSB_2026_1809,114793,26689,0.2325,33354,0.2906
JRSSB_2026_1810,125828,20708,0.1646,25223,0.2005
JRSSB_2026_1811,272797,81401,0.2984,99613,0.3652
JRSSB_2026_1812,236346,77936,0.3298,92537,0.3915
JRSSB_2026_1813,466471,24857,0.0533,271855,0.5828
JRSSB_2026_1815,240922,124271,0.5158,89985,0.3735
JRSSB_2026_1816,85647,3658,0.0427,22281,0.2601
